Gene_ID,Num_Transcripts,Transcripts_IDs,Transcript_Lengths,Difference_Length,Longest_Transcript,Length
g_9211,5,"['anno1.g9554.t1', 'anno1.g9554.t2', 'anno2.MSTRG.13075.1', 'anno2.MSTRG.13075.4', 'anno2.MSTRG.13075.5']","[1348, 1389, 1453, 1412, 841]",612,anno2.MSTRG.13075.1,1453
g_9212,1,['anno1.g9555.t1'],[198],0,anno1.g9555.t1,198
g_9213,1,['anno1.g9556.t1'],[225],0,anno1.g9556.t1,225
g_9214,1,['anno1.g9557.t1'],[770],0,anno1.g9557.t1,770
g_9215,1,['anno1.g9558.t1'],[159],0,anno1.g9558.t1,159
g_9216,1,['anno1.g9559.t1'],[284],0,anno1.g9559.t1,284
g_9217,3,"['anno1.g9560.t1', 'anno2.MSTRG.13084.1', 'anno2.MSTRG.13084.2']","[544, 938, 942]",398,anno2.MSTRG.13084.2,942
g_9218,3,"['anno2.MSTRG.13085.1', 'anno2.MSTRG.13085.2', 'anno2.MSTRG.13085.3']","[2226, 2242, 2212]",30,anno2.MSTRG.13085.2,2242
g_9219,1,['anno1.g9564.t1'],[828],0,anno1.g9564.t1,828
g_9220,1,['anno1.g9565.t1'],[520],0,anno1.g9565.t1,520
g_9221,1,['anno1.g9566.t1'],[612],0,anno1.g9566.t1,612
g_9222,1,['anno1.g9567.t1'],[246],0,anno1.g9567.t1,246
g_9223,1,['anno1.g9568.t1'],[229],0,anno1.g9568.t1,229
g_9224,1,['anno1.g9569.t1'],[505],0,anno1.g9569.t1,505
g_15393,1,['anno2.MSTRG.13092.1'],[164],0,anno2.MSTRG.13092.1,164
g_9225,1,['anno1.g9570.t1'],[339],0,anno1.g9570.t1,339
g_9226,1,['anno1.g9571.t1'],[757],0,anno1.g9571.t1,757
g_9227,1,['anno1.g9572.t1'],[546],0,anno1.g9572.t1,546
g_9228,1,['anno1.g9573.t1'],[190],0,anno1.g9573.t1,190
g_9229,2,"['anno1.g9574.t1', 'anno2.MSTRG.13095.1']","[1438, 1640]",202,anno2.MSTRG.13095.1,1640
g_9230,2,"['anno1.g9575.t1', 'anno2.MSTRG.13096.1']","[420, 429]",9,anno2.MSTRG.13096.1,429
g_9231,2,"['anno1.g9576.t1', 'anno2.1505_t']","[637, 639]",2,anno2.1505_t,639
g_9232,1,['anno1.g9577.t1'],[660],0,anno1.g9577.t1,660
g_9233,3,"['anno1.g9578.t1', 'anno1.g9578.t2', 'anno2.1507_t']","[433, 436, 452]",19,anno2.1507_t,452
g_9234,1,['anno1.g9579.t1'],[485],0,anno1.g9579.t1,485
g_9235,1,['anno1.g9580.t1'],[518],0,anno1.g9580.t1,518
g_9236,2,"['anno1.g9583.t1', 'anno2.4231_t']","[741, 1236]",495,anno2.4231_t,1236
g_9237,1,['anno1.g9582.t1'],[140],0,anno1.g9582.t1,140
g_9238,2,"['anno1.g9584.t1', 'anno2.4232_t']","[725, 775]",50,anno2.4232_t,775
g_9239,1,['anno1.g9585.t1'],[121],0,anno1.g9585.t1,121
g_9240,1,['anno1.g9586.t1'],[277],0,anno1.g9586.t1,277
g_9241,1,['anno1.g9587.t1'],[140],0,anno1.g9587.t1,140
g_9242,3,"['anno1.g9588.t1', 'anno2.MSTRG.13103.2', 'anno2.MSTRG.13103.3']","[240, 234, 274]",40,anno2.MSTRG.13103.3,274
g_9244,1,['anno1.g9590.t1'],[117],0,anno1.g9590.t1,117
g_9245,1,['anno1.g9591.t1'],[127],0,anno1.g9591.t1,127
g_9246,1,['anno1.g9592.t1'],[339],0,anno1.g9592.t1,339
g_9247,2,"['anno1.g9593.t1', 'anno1.g9593.t2']","[435, 420]",15,anno1.g9593.t1,435
g_16745,1,['anno2.5964_t'],[237],0,anno2.5964_t,237
g_9248,1,['anno1.g9594.t1'],[119],0,anno1.g9594.t1,119
g_9249,1,['anno1.g9595.t2'],[385],0,anno1.g9595.t2,385
g_9250,1,['anno1.g9596.t1'],[1165],0,anno1.g9596.t1,1165
g_9251,1,['anno1.g9597.t1'],[315],0,anno1.g9597.t1,315
g_9252,2,"['anno1.g9598.t1', 'anno2.MSTRG.13111.1']","[546, 545]",1,anno1.g9598.t1,546
g_9253,5,"['anno1.g9599.t1', 'anno1.g9599.t2', 'anno1.g9599.t3', 'anno2.MSTRG.13112.1', 'anno2.MSTRG.13112.4']","[5078, 5077, 5074, 5175, 5204]",130,anno2.MSTRG.13112.4,5204
g_9254,1,['anno1.g9600.t1'],[231],0,anno1.g9600.t1,231
g_15807,1,['anno2.MSTRG.13115.1'],[514],0,anno2.MSTRG.13115.1,514
g_9255,4,"['anno1.g9601.t1', 'anno1.g9601.t2', 'anno2.MSTRG.13120.6', 'anno2.MSTRG.13120.7']","[1079, 1127, 1120, 1043]",84,anno1.g9601.t2,1127
g_9256,1,['anno1.g9602.t1'],[557],0,anno1.g9602.t1,557
g_9258,1,['anno1.g9604.t1'],[397],0,anno1.g9604.t1,397
g_9259,1,['anno1.g9605.t1'],[274],0,anno1.g9605.t1,274
g_9260,1,['anno1.g9606.t1'],[384],0,anno1.g9606.t1,384
g_9261,1,['anno1.g9607.t1'],[418],0,anno1.g9607.t1,418
g_9262,2,"['anno1.g9608.t1', 'anno2.MSTRG.13129.3']","[368, 313]",55,anno1.g9608.t1,368
g_9264,2,"['anno1.g9611.t1', 'anno2.MSTRG.13132.2']","[1094, 1092]",2,anno1.g9611.t1,1094
g_9265,1,['anno1.g9612.t1'],[281],0,anno1.g9612.t1,281
g_9266,1,['anno1.g9613.t1'],[392],0,anno1.g9613.t1,392
g_9267,4,"['anno1.g9614.t1', 'anno2.MSTRG.13135.1', 'anno2.MSTRG.13135.2', 'anno2.MSTRG.13135.3']","[2418, 2400, 2405, 2371]",47,anno1.g9614.t1,2418
g_9268,2,"['anno1.g9616.t1', 'anno2.MSTRG.13136.1']","[228, 318]",90,anno2.MSTRG.13136.1,318
g_9269,1,['anno1.g9617.t1'],[254],0,anno1.g9617.t1,254
g_9270,1,['anno1.g9618.t1'],[415],0,anno1.g9618.t1,415
g_9272,1,['anno1.g9620.t1'],[748],0,anno1.g9620.t1,748
g_9273,3,"['anno1.g9621.t1', 'anno1.g9621.t3', 'anno2.MSTRG.13144.1']","[729, 571, 759]",188,anno2.MSTRG.13144.1,759
g_9274,1,['anno1.g9622.t1'],[234],0,anno1.g9622.t1,234
g_9275,1,['anno2.MSTRG.13146.1'],[416],0,anno2.MSTRG.13146.1,416
g_9276,3,"['anno1.g9624.t1', 'anno2.MSTRG.13144.5', 'anno2.MSTRG.13144.6']","[661, 676, 598]",78,anno2.MSTRG.13144.5,676
g_9277,1,['anno2.2216_t'],[137],0,anno2.2216_t,137
g_9278,1,['anno1.g9626.t1'],[538],0,anno1.g9626.t1,538
g_9279,2,"['anno1.g9627.t1', 'anno2.MSTRG.13150.1']","[1355, 1295]",60,anno1.g9627.t1,1355
g_9280,1,['anno1.g9628.t1'],[193],0,anno1.g9628.t1,193
g_9281,5,"['anno1.g9629.t1', 'anno1.g9629.t2', 'anno2.MSTRG.13155.1', 'anno2.MSTRG.13155.2', 'anno2.MSTRG.13155.4']","[422, 406, 388, 340, 374]",82,anno1.g9629.t1,422
g_9282,1,['anno1.g9630.t1'],[713],0,anno1.g9630.t1,713
g_9284,1,['anno2.MSTRG.13157.1'],[297],0,anno2.MSTRG.13157.1,297
g_9283,2,"['anno1.g9631.t1', 'anno1.g9631.t2']","[694, 501]",193,anno1.g9631.t1,694
g_9285,1,['anno1.g9633.t1'],[782],0,anno1.g9633.t1,782
g_9286,1,['anno1.g9634.t1'],[302],0,anno1.g9634.t1,302
g_9287,1,['anno1.g9635.t1'],[508],0,anno1.g9635.t1,508
g_9288,1,['anno1.g9636.t1'],[98],0,anno1.g9636.t1,98
g_9289,2,"['anno1.g9637.t1', 'anno1.g9637.t2']","[536, 532]",4,anno1.g9637.t1,536
g_9290,1,['anno1.g9638.t1'],[137],0,anno1.g9638.t1,137
g_9291,1,['anno1.g9639.t1'],[99],0,anno1.g9639.t1,99
g_9292,1,['anno1.g9640.t1'],[1840],0,anno1.g9640.t1,1840
g_9293,2,"['anno1.g9641.t1', 'anno2.MSTRG.13164.2']","[298, 282]",16,anno1.g9641.t1,298
g_9294,1,['anno1.g9642.t1'],[364],0,anno1.g9642.t1,364
g_9295,1,['anno1.g9643.t1'],[115],0,anno1.g9643.t1,115
g_9296,1,['anno1.g9644.t1'],[971],0,anno1.g9644.t1,971
g_9297,1,['anno2.560_t'],[81],0,anno2.560_t,81
g_9298,1,['anno1.g9646.t1'],[524],0,anno1.g9646.t1,524
g_9299,2,"['anno1.g9647.t1', 'anno2.4935_t']","[264, 260]",4,anno1.g9647.t1,264
g_9300,1,['anno1.g9648.t1'],[117],0,anno1.g9648.t1,117
g_9301,1,['anno1.g9649.t1'],[82],0,anno1.g9649.t1,82
g_9302,1,['anno2.MSTRG.13174.1'],[463],0,anno2.MSTRG.13174.1,463
g_9303,2,"['anno1.g9651.t1', 'anno2.MSTRG.13175.2']","[407, 434]",27,anno2.MSTRG.13175.2,434
g_9304,2,"['anno1.g9652.t1', 'anno1.g9652.t2']","[220, 242]",22,anno1.g9652.t2,242
g_9305,1,['anno1.g9653.t1'],[66],0,anno1.g9653.t1,66
g_9306,1,['anno1.g9654.t1'],[489],0,anno1.g9654.t1,489
g_9307,1,['anno2.MSTRG.13183.1'],[1188],0,anno2.MSTRG.13183.1,1188
g_9308,1,['anno1.g9656.t1'],[389],0,anno1.g9656.t1,389
g_9309,1,['anno1.g9658.t1'],[136],0,anno1.g9658.t1,136
g_16020,1,['anno2.1046_t'],[623],0,anno2.1046_t,623
g_9310,1,['anno1.g9659.t1'],[549],0,anno1.g9659.t1,549
g_9311,1,['anno1.g9660.t1'],[334],0,anno1.g9660.t1,334
g_9312,1,['anno1.g9661.t1'],[164],0,anno1.g9661.t1,164
g_9313,1,['anno1.g9662.t1'],[226],0,anno1.g9662.t1,226
g_9314,1,['anno1.g9663.t1'],[67],0,anno1.g9663.t1,67
g_9315,1,['anno2.MSTRG.13190.2'],[575],0,anno2.MSTRG.13190.2,575
g_9316,1,['anno1.g9665.t1'],[210],0,anno1.g9665.t1,210
g_9317,1,['anno1.g9666.t1'],[121],0,anno1.g9666.t1,121
g_9318,1,['anno1.g9667.t1'],[321],0,anno1.g9667.t1,321
g_9319,1,['anno1.g9668.t1'],[401],0,anno1.g9668.t1,401
g_9320,1,['anno1.g9669.t1'],[181],0,anno1.g9669.t1,181
g_9321,1,['anno1.g9670.t1'],[108],0,anno1.g9670.t1,108
g_9322,2,"['anno1.g9671.t1', 'anno2.MSTRG.13194.2']","[538, 544]",6,anno2.MSTRG.13194.2,544
g_15717,1,['anno2.MSTRG.13196.1'],[162],0,anno2.MSTRG.13196.1,162
g_15516,1,['anno2.MSTRG.13194.3'],[393],0,anno2.MSTRG.13194.3,393
g_9323,3,"['anno1.g9672.t1', 'anno1.g9672.t2', 'anno1.g9672.t3']","[209, 209, 236]",27,anno1.g9672.t3,236
g_9324,1,['anno1.g9673.t1'],[344],0,anno1.g9673.t1,344
g_9325,1,['anno1.g9674.t1'],[434],0,anno1.g9674.t1,434
g_9326,1,['anno1.g9675.t1'],[409],0,anno1.g9675.t1,409
g_9327,1,['anno1.g9676.t1'],[264],0,anno1.g9676.t1,264
g_15808,1,['anno2.MSTRG.13208.1'],[102],0,anno2.MSTRG.13208.1,102
g_9328,1,['anno1.g9677.t1'],[238],0,anno1.g9677.t1,238
g_9329,2,"['anno1.g9678.t1', 'anno2.MSTRG.13216.1']","[975, 999]",24,anno2.MSTRG.13216.1,999
g_9330,1,['anno1.g9679.t1'],[209],0,anno1.g9679.t1,209
g_9331,1,['anno1.g9680.t1'],[362],0,anno1.g9680.t1,362
g_9333,1,['anno1.g9682.t1'],[316],0,anno1.g9682.t1,316
g_9334,2,"['anno1.g9683.t1', 'anno2.140_t']","[624, 638]",14,anno2.140_t,638
g_9335,2,"['anno1.g9684.t1', 'anno1.g9684.t2']","[561, 597]",36,anno1.g9684.t2,597
g_9336,1,['anno1.g9685.t1'],[321],0,anno1.g9685.t1,321
g_9337,1,['anno1.g9686.t1'],[1470],0,anno1.g9686.t1,1470
g_16675,1,['anno2.5458_t'],[322],0,anno2.5458_t,322
g_15784,1,['anno2.MSTRG.13225.1'],[319],0,anno2.MSTRG.13225.1,319
g_9338,1,['anno1.g9687.t1'],[633],0,anno1.g9687.t1,633
g_9339,1,['anno1.g9688.t1'],[375],0,anno1.g9688.t1,375
g_9341,1,['anno1.g9690.t1'],[163],0,anno1.g9690.t1,163
g_9342,1,['anno1.g9691.t1'],[161],0,anno1.g9691.t1,161
g_9343,2,"['anno1.g9692.t1', 'anno2.3561_t']","[377, 378]",1,anno2.3561_t,378
g_9344,1,['anno1.g9693.t1'],[263],0,anno1.g9693.t1,263
g_9345,2,"['anno1.g9694.t1', 'anno1.g9694.t2']","[241, 237]",4,anno1.g9694.t1,241
g_9346,2,"['anno1.g9695.t1', 'anno2.MSTRG.13248.1']","[1147, 1172]",25,anno2.MSTRG.13248.1,1172
g_9347,1,['anno1.g9696.t1'],[745],0,anno1.g9696.t1,745
g_9348,4,"['anno1.g9697.t1', 'anno2.MSTRG.13251.1', 'anno2.MSTRG.13251.2', 'anno2.MSTRG.13251.3']","[953, 827, 723, 740]",230,anno1.g9697.t1,953
g_9349,1,['anno1.g9698.t1'],[185],0,anno1.g9698.t1,185
g_9350,1,['anno2.405_t'],[131],0,anno2.405_t,131
g_9351,2,"['anno1.g9700.t1', 'anno2.406_t']","[190, 151]",39,anno1.g9700.t1,190
g_9352,2,"['anno1.g9701.t1', 'anno2.MSTRG.13260.2']","[198, 209]",11,anno2.MSTRG.13260.2,209
g_9353,1,['anno1.g9702.t1'],[298],0,anno1.g9702.t1,298
g_9354,1,['anno1.g9703.t1'],[171],0,anno1.g9703.t1,171
g_9355,1,['anno1.g9704.t1'],[312],0,anno1.g9704.t1,312
g_9356,1,['anno1.g9705.t1'],[85],0,anno1.g9705.t1,85
g_9357,1,['anno2.4414_t'],[326],0,anno2.4414_t,326
g_16931,2,"['anno1.g9707.t1', 'anno2.MSTRG.13268.1']","[1444, 1434]",10,anno1.g9707.t1,1444
g_9358,1,['anno1.g9708.t1'],[93],0,anno1.g9708.t1,93
g_9359,1,['anno1.g9709.t1'],[383],0,anno1.g9709.t1,383
g_9360,2,"['anno1.g9710.t1', 'anno2.MSTRG.13271.1']","[225, 229]",4,anno2.MSTRG.13271.1,229
g_9361,1,['anno1.g9711.t1'],[728],0,anno1.g9711.t1,728
g_9362,4,"['anno1.g9712.t1', 'anno1.g9712.t2', 'anno2.MSTRG.13274.3', 'anno2.MSTRG.13274.4']","[1292, 1274, 1292, 1310]",36,anno2.MSTRG.13274.4,1310
g_9363,2,"['anno1.g9713.t1', 'anno2.MSTRG.13275.1']","[471, 650]",179,anno2.MSTRG.13275.1,650
g_9364,1,['anno1.g9714.t1'],[171],0,anno1.g9714.t1,171
g_9365,4,"['anno1.g9715.t1', 'anno1.g9715.t2', 'anno2.MSTRG.13276.3', 'anno2.MSTRG.13276.4']","[553, 556, 563, 560]",10,anno2.MSTRG.13276.3,563
g_9366,1,['anno1.g9716.t1'],[490],0,anno1.g9716.t1,490
g_9367,1,['anno1.g9717.t1'],[934],0,anno1.g9717.t1,934
g_9368,2,"['anno1.g9718.t1', 'anno2.MSTRG.13281.1']","[347, 354]",7,anno2.MSTRG.13281.1,354
g_9369,1,['anno1.g9719.t1'],[87],0,anno1.g9719.t1,87
g_9370,2,"['anno1.g9720.t1', 'anno2.MSTRG.13282.2']","[482, 471]",11,anno1.g9720.t1,482
g_9371,1,['anno1.g9721.t1'],[218],0,anno1.g9721.t1,218
g_9372,3,"['anno1.g9722.t1', 'anno2.MSTRG.13283.2', 'anno2.MSTRG.13283.3']","[535, 551, 570]",35,anno2.MSTRG.13283.3,570
g_9373,1,['anno1.g9723.t1'],[408],0,anno1.g9723.t1,408
g_16932,1,['anno2.4622_t'],[404],0,anno2.4622_t,404
g_9374,1,['anno1.g9725.t1'],[145],0,anno1.g9725.t1,145
g_9375,1,['anno1.g9726.t1'],[386],0,anno1.g9726.t1,386
g_9377,1,['anno1.g9728.t1'],[631],0,anno1.g9728.t1,631
g_9378,1,['anno1.g9729.t1'],[236],0,anno1.g9729.t1,236
g_9379,2,"['anno1.g9730.t1', 'anno2.3437_t']","[945, 932]",13,anno1.g9730.t1,945
g_9380,1,['anno1.g9731.t1'],[354],0,anno1.g9731.t1,354
g_9381,1,['anno1.g9732.t1'],[301],0,anno1.g9732.t1,301
g_9382,1,['anno2.3440_t'],[37],0,anno2.3440_t,37
g_9383,1,['anno1.g9734.t1'],[424],0,anno1.g9734.t1,424
g_9384,1,['anno1.g9735.t1'],[1447],0,anno1.g9735.t1,1447
g_9385,1,['anno1.g9736.t1'],[510],0,anno1.g9736.t1,510
g_9386,1,['anno1.g9737.t1'],[294],0,anno1.g9737.t1,294
g_9387,2,"['anno1.g9738.t1', 'anno1.g9738.t2']","[103, 307]",204,anno1.g9738.t2,307
g_9388,1,['anno1.g9739.t1'],[643],0,anno1.g9739.t1,643
g_9389,1,['anno1.g9740.t1'],[682],0,anno1.g9740.t1,682
g_9390,2,"['anno1.g9741.t1', 'anno1.g9741.t2']","[989, 997]",8,anno1.g9741.t2,997
g_9391,1,['anno2.2842_t'],[178],0,anno2.2842_t,178
g_9392,1,['anno1.g9743.t1'],[995],0,anno1.g9743.t1,995
g_9393,4,"['anno1.g9744.t1', 'anno1.g9744.t2', 'anno1.g9744.t3', 'anno2.MSTRG.13295.2']","[630, 626, 644, 640]",18,anno1.g9744.t3,644
g_9394,1,['anno1.g9745.t1'],[336],0,anno1.g9745.t1,336
g_9395,1,['anno1.g9746.t1'],[332],0,anno1.g9746.t1,332
g_9396,1,['anno1.g9747.t1'],[881],0,anno1.g9747.t1,881
g_9397,1,['anno1.g9748.t1'],[308],0,anno1.g9748.t1,308
g_9398,1,['anno1.g9749.t1'],[81],0,anno1.g9749.t1,81
g_9399,1,['anno1.g9750.t1'],[1544],0,anno1.g9750.t1,1544
g_9400,1,['anno1.g9751.t1'],[490],0,anno1.g9751.t1,490
g_9401,1,['anno1.g9752.t1'],[552],0,anno1.g9752.t1,552
g_9402,1,['anno1.g9753.t1'],[493],0,anno1.g9753.t1,493
g_9403,1,['anno1.g9754.t1'],[1325],0,anno1.g9754.t1,1325
g_9404,1,['anno1.g9755.t1'],[384],0,anno1.g9755.t1,384
g_9405,1,['anno1.g9756.t1'],[519],0,anno1.g9756.t1,519
g_9406,1,['anno1.g9757.t1'],[267],0,anno1.g9757.t1,267
g_9407,5,"['anno1.g9758.t1', 'anno1.g9758.t2', 'anno1.g9758.t3', 'anno2.MSTRG.13310.2', 'anno2.MSTRG.13310.4']","[811, 811, 843, 814, 814]",32,anno1.g9758.t3,843
g_9408,1,['anno1.g9759.t1'],[196],0,anno1.g9759.t1,196
g_9409,1,['anno1.g9760.t1'],[801],0,anno1.g9760.t1,801
g_9410,1,['anno1.g9761.t1'],[192],0,anno1.g9761.t1,192
g_9411,1,['anno1.g9763.t1'],[391],0,anno1.g9763.t1,391
g_9412,3,"['anno1.g9764.t1', 'anno1.g9764.t2', 'anno2.MSTRG.13318.3']","[1025, 901, 1031]",130,anno2.MSTRG.13318.3,1031
g_9413,1,['anno1.g9765.t1'],[119],0,anno1.g9765.t1,119
g_9414,1,['anno1.g9766.t1'],[440],0,anno1.g9766.t1,440
g_9415,1,['anno1.g9767.t1'],[297],0,anno1.g9767.t1,297
g_9416,1,['anno1.g9768.t1'],[99],0,anno1.g9768.t1,99
g_15385,1,['anno2.MSTRG.13325.1'],[108],0,anno2.MSTRG.13325.1,108
g_9417,2,"['anno1.g9769.t1', 'anno2.MSTRG.13329.1']","[372, 397]",25,anno2.MSTRG.13329.1,397
g_9418,1,['anno2.MSTRG.13330.1'],[2058],0,anno2.MSTRG.13330.1,2058
g_9419,1,['anno1.g9771.t1'],[511],0,anno1.g9771.t1,511
g_15498,1,['anno2.MSTRG.13332.1'],[151],0,anno2.MSTRG.13332.1,151
g_15311,1,['anno2.MSTRG.13332.2'],[158],0,anno2.MSTRG.13332.2,158
g_9420,1,['anno1.g9773.t1'],[853],0,anno1.g9773.t1,853
g_9421,1,['anno1.g9775.t1'],[193],0,anno1.g9775.t1,193
g_9422,2,"['anno1.g9776.t1', 'anno2.4125_t']","[1882, 2041]",159,anno2.4125_t,2041
g_15765,1,['anno2.MSTRG.13341.2'],[289],0,anno2.MSTRG.13341.2,289
g_9423,1,['anno1.g9777.t1'],[448],0,anno1.g9777.t1,448
g_9424,1,['anno1.g9778.t1'],[101],0,anno1.g9778.t1,101
g_9425,1,['anno1.g9779.t1'],[104],0,anno1.g9779.t1,104
g_16719,1,['anno2.5760_t'],[157],0,anno2.5760_t,157
g_9426,1,['anno2.MSTRG.13346.1'],[101],0,anno2.MSTRG.13346.1,101
g_9427,3,"['anno1.g9781.t1', 'anno1.g9782.t1', 'anno2.MSTRG.13347.1']","[109, 103, 109]",6,anno1.g9781.t1,109
g_9428,2,"['anno1.g9783.t1', 'anno2.4114_t']","[1202, 1189]",13,anno1.g9783.t1,1202
g_9429,1,['anno1.g9784.t1'],[153],0,anno1.g9784.t1,153
g_9430,2,"['anno1.g9785.t1', 'anno2.MSTRG.13351.1']","[142, 172]",30,anno2.MSTRG.13351.1,172
g_9431,2,"['anno1.g9786.t1', 'anno2.MSTRG.13352.2']","[244, 235]",9,anno1.g9786.t1,244
g_9432,1,['anno1.g9787.t1'],[232],0,anno1.g9787.t1,232
g_9433,2,"['anno1.g9788.t1', 'anno2.MSTRG.13354.3']","[1074, 1066]",8,anno1.g9788.t1,1074
g_9434,1,['anno1.g9789.t1'],[332],0,anno1.g9789.t1,332
g_9436,1,['anno2.MSTRG.13357.1'],[606],0,anno2.MSTRG.13357.1,606
g_9437,1,['anno1.g9791.t1'],[286],0,anno1.g9791.t1,286
g_9439,1,['anno1.g9793.t1'],[568],0,anno1.g9793.t1,568
g_9440,1,['anno1.g9794.t1'],[184],0,anno1.g9794.t1,184
g_9441,1,['anno1.g9795.t1'],[474],0,anno1.g9795.t1,474
g_9442,1,['anno1.g9796.t1'],[700],0,anno1.g9796.t1,700
g_9443,1,['anno1.g9797.t1'],[702],0,anno1.g9797.t1,702
g_9444,1,['anno1.g9798.t1'],[193],0,anno1.g9798.t1,193
g_9445,1,['anno1.g9799.t1'],[329],0,anno1.g9799.t1,329
g_9446,1,['anno1.g9800.t1'],[423],0,anno1.g9800.t1,423
g_9447,1,['anno2.2431_t'],[451],0,anno2.2431_t,451
g_9448,7,"['anno1.g9803.t1', 'anno2.MSTRG.13368.10', 'anno2.MSTRG.13368.5', 'anno2.MSTRG.13368.6', 'anno2.MSTRG.13368.7', 'anno2.MSTRG.13368.8', 'anno2.MSTRG.13368.9']","[575, 575, 575, 575, 575, 575, 575]",0,anno1.g9803.t1,575
g_9449,1,['anno1.g9804.t1'],[307],0,anno1.g9804.t1,307
g_9450,1,['anno1.g9805.t1'],[235],0,anno1.g9805.t1,235
g_15526,1,['anno2.MSTRG.13372.1'],[669],0,anno2.MSTRG.13372.1,669
g_9451,1,['anno2.MSTRG.13375.1'],[491],0,anno2.MSTRG.13375.1,491
g_9452,6,"['anno1.g9808.t1', 'anno2.MSTRG.13376.10', 'anno2.MSTRG.13376.6', 'anno2.MSTRG.13376.7', 'anno2.MSTRG.13376.8', 'anno2.MSTRG.13376.9']","[359, 359, 359, 359, 359, 424]",65,anno2.MSTRG.13376.9,424
g_9453,2,"['anno1.g9811.t1', 'anno2.2272_t']","[616, 647]",31,anno2.2272_t,647
g_9454,1,['anno2.2273_t'],[620],0,anno2.2273_t,620
g_9455,1,['anno1.g9813.t1'],[206],0,anno1.g9813.t1,206
g_9456,1,['anno1.g9814.t1'],[375],0,anno1.g9814.t1,375
g_9457,2,"['anno1.g9815.t1', 'anno1.g9815.t2']","[231, 232]",1,anno1.g9815.t2,232
g_9458,1,['anno1.g9816.t1'],[487],0,anno1.g9816.t1,487
g_9460,2,"['anno1.g9823.t1', 'anno2.MSTRG.13388.1']","[545, 582]",37,anno2.MSTRG.13388.1,582
g_9459,9,"['anno1.g9817.t1', 'anno2.MSTRG.13390.22', 'anno2.MSTRG.13390.23', 'anno2.MSTRG.13390.25', 'anno2.MSTRG.13390.30', 'anno2.MSTRG.13390.34', 'anno2.MSTRG.13390.35', 'anno2.MSTRG.13390.4', 'anno2.MSTRG.13390.46']","[336, 336, 336, 336, 336, 336, 336, 336, 336]",0,anno1.g9817.t1,336
g_9461,1,['anno2.MSTRG.13392.1'],[1017],0,anno2.MSTRG.13392.1,1017
g_9462,1,['anno1.g9825.t1'],[272],0,anno1.g9825.t1,272
g_9463,4,"['anno1.g9826.t1', 'anno1.g9826.t2', 'anno2.MSTRG.13393.1', 'anno2.MSTRG.13393.3']","[859, 953, 890, 859]",94,anno1.g9826.t2,953
g_9464,1,['anno1.g9827.t1'],[438],0,anno1.g9827.t1,438
g_9465,1,['anno1.g9828.t1'],[284],0,anno1.g9828.t1,284
g_15581,1,['anno2.MSTRG.13395.2'],[438],0,anno2.MSTRG.13395.2,438
g_9466,1,['anno1.g9829.t1'],[345],0,anno1.g9829.t1,345
g_9467,1,['anno1.g9830.t1'],[394],0,anno1.g9830.t1,394
g_9468,1,['anno1.g9831.t1'],[170],0,anno1.g9831.t1,170
g_9469,1,['anno1.g9832.t1'],[226],0,anno1.g9832.t1,226
g_9470,1,['anno1.g9833.t1'],[612],0,anno1.g9833.t1,612
g_9471,1,['anno1.g9834.t1'],[392],0,anno1.g9834.t1,392
g_9473,1,['anno1.g9836.t1'],[153],0,anno1.g9836.t1,153
g_9472,2,"['anno1.g9835.t1', 'anno2.5250_t']","[671, 532]",139,anno1.g9835.t1,671
g_9474,1,['anno1.g9837.t1'],[347],0,anno1.g9837.t1,347
g_9475,2,"['anno1.g9838.t1', 'anno1.g9838.t2']","[1015, 1012]",3,anno1.g9838.t1,1015
g_9476,1,['anno1.g9839.t1'],[1172],0,anno1.g9839.t1,1172
g_9477,1,['anno1.g9840.t1'],[144],0,anno1.g9840.t1,144
g_9478,1,['anno1.g9841.t1'],[426],0,anno1.g9841.t1,426
g_9479,1,['anno1.g9842.t1'],[221],0,anno1.g9842.t1,221
g_9480,1,['anno1.g9843.t1'],[331],0,anno1.g9843.t1,331
g_9481,1,['anno1.g9844.t1'],[259],0,anno1.g9844.t1,259
g_16597,1,['anno2.4873_t'],[263],0,anno2.4873_t,263
g_9482,2,"['anno1.g9845.t1', 'anno2.4874_t']","[997, 726]",271,anno1.g9845.t1,997
g_9483,1,['anno1.g9846.t1'],[159],0,anno1.g9846.t1,159
g_9484,1,['anno1.g9847.t1'],[119],0,anno1.g9847.t1,119
g_9485,1,['anno1.g9848.t1'],[729],0,anno1.g9848.t1,729
g_9486,1,['anno1.g9849.t1'],[485],0,anno1.g9849.t1,485
g_9487,1,['anno1.g9850.t1'],[492],0,anno1.g9850.t1,492
g_9488,1,['anno1.g9851.t1'],[96],0,anno1.g9851.t1,96
g_9489,1,['anno1.g9852.t1'],[95],0,anno1.g9852.t1,95
g_9490,1,['anno1.g9853.t1'],[104],0,anno1.g9853.t1,104
g_9491,1,['anno1.g9854.t1'],[346],0,anno1.g9854.t1,346
g_9492,1,['anno1.g9855.t1'],[414],0,anno1.g9855.t1,414
g_9493,1,['anno1.g9856.t1'],[201],0,anno1.g9856.t1,201
g_9494,1,['anno1.g9857.t1'],[384],0,anno1.g9857.t1,384
